Name,Age,Country,Role,Matches,Experience ( in Yrs),Runs,Strike_Rate,Wickets,Economy,Average,Team_Preference,Auction_Price ( in Cr )
Aditya Khan,22,India,Batter,59,2,10268,126.8,13,8.94,46.77,RCB,0.2
Karthik Kulkarni,21,India,Wicketkeeper,50,3,5320,99.7,0,0.0,40.65,CSK,5.0
Harshit Deshmukh,35,India,Allrounder,44,2,2989,131.6,372,6.93,44.35,DC,2.0
Vikas Deshmukh,36,India,Bowler,265,9,2342,142.1,523,7.49,27.69,MI,10.0
Rohan Sharma,35,India,Allrounder,206,8,4155,102.3,368,7.89,41.78,DC,1.5
Aditya Khan,30,India,Batter,118,5,9494,101.1,9,9.09,49.74,RR,1.0
Amit Chopra,24,England,Batter,60,2,3167,125.2,2,8.8,30.81,GT,2.0
Karthik Khan,28,India,Bowler,217,8,3163,153.1,521,5.54,27.06,DC,2.0
Sandeep Iyer,40,West Indies,Wicketkeeper,235,8,5390,129.8,0,0.0,22.91,PBKS,1.5
Amit Singh,42,West Indies,Allrounder,140,6,4119,140.8,481,5.76,30.59,KKR,5.0
Vikas Singh,24,Australia,Bowler,23,1,630,125.0,142,7.75,38.08,GT,5.0
Arjun Verma,36,Australia,Batter,245,9,14662,152.4,5,6.13,26.1,SRH,7.0
Irfan Malik,42,Australia,Allrounder,40,2,7512,118.7,295,6.88,34.55,RCB,12.0
Sandeep Naidu,38,India,Wicketkeeper,409,19,5162,133.6,0,0.0,43.17,KKR,1.0
Pranav Chopra,40,West Indies,Batter,86,3,5616,125.0,7,6.54,47.67,CSK,5.0
Rohan Yadav,35,England,Wicketkeeper,54,2,10010,121.6,0,0.0,25.8,GT,1.5
Vikas Khan,23,India,Batter,130,5,8476,107.7,3,7.1,24.4,RCB,5.0
Pranav Malik,28,India,Wicketkeeper,114,6,9690,117.7,0,0.0,38.93,LSG,2.0
Karthik Iyer,30,Sri Lanka,Batter,51,2,14972,131.2,15,6.25,54.76,LSG,15.0
Pranav Deshmukh,41,Sri Lanka,Allrounder,270,14,2743,144.8,188,8.37,29.32,PBKS,5.0
Pranav Naidu,31,England,Allrounder,15,1,8760,145.0,109,5.08,21.95,CSK,12.0
Nikhil Iyer,40,India,Batter,68,3,11373,127.7,6,6.72,26.24,DC,7.0
Ankit Shetty,30,Sri Lanka,Bowler,192,12,2612,141.6,231,7.17,46.45,MI,10.0
Pranav Malik,26,South Africa,Allrounder,148,6,8983,108.2,170,7.86,45.51,RCB,7.0
Rohan Verma,31,India,Bowler,183,10,661,135.0,644,5.35,24.27,KKR,2.0
Irfan Patel,24,India,Bowler,71,4,2755,153.3,586,6.68,21.53,KKR,1.0
Harshit Sharma,24,Australia,Bowler,47,2,1181,102.4,89,4.36,35.07,SRH,1.5
Rohan Singh,38,Australia,Batter,24,1,7494,143.4,12,7.02,36.58,KKR,0.2
Aditya Khan,23,India,Wicketkeeper,46,2,3668,124.1,0,0.0,45.1,PBKS,3.0
Sandeep Verma,33,India,Wicketkeeper,61,3,10162,116.7,0,0.0,32.36,KKR,2.0
Rohan Malik,32,Australia,Batter,63,3,6926,141.8,15,8.65,20.5,GT,3.0
Ankit Kulkarni,30,Australia,Bowler,80,3,1180,107.8,652,4.55,32.31,DC,12.0
Nikhil Reddy,23,England,Allrounder,98,4,6016,135.1,292,6.02,48.98,DC,10.0
Rahul Yadav,31,India,Allrounder,324,13,8058,128.8,431,5.67,32.87,CSK,0.5
Amit Reddy,39,India,Batter,310,15,12964,132.2,3,7.77,51.28,RCB,1.5
Harshit Patel,30,India,Bowler,217,10,3049,100.2,363,4.73,41.95,GT,2.0
Nikhil Singh,42,South Africa,Allrounder,366,13,6939,104.8,210,6.38,24.1,RR,1.5
Amit Iyer,30,Sri Lanka,Wicketkeeper,289,12,4819,128.5,0,0.0,30.52,CSK,7.0
Sameer Yadav,26,South Africa,Batter,104,6,5306,119.4,14,9.49,27.43,CSK,3.0
Aditya Chopra,41,Sri Lanka,Allrounder,223,8,6407,109.7,433,7.2,37.29,DC,3.0
Rahul Shetty,39,Australia,Allrounder,226,10,2858,122.2,263,6.69,47.86,GT,7.0
Vikas Naidu,28,England,Allrounder,135,5,8689,149.3,455,5.76,47.7,CSK,7.0
Rahul Singh,29,Sri Lanka,Allrounder,114,5,3723,105.8,345,6.17,29.78,GT,0.5
Sandeep Iyer,21,England,Batter,32,2,11923,128.4,11,7.16,21.62,RCB,5.0
Manoj Chopra,39,India,Wicketkeeper,464,18,7669,149.9,0,0.0,23.45,MI,2.0
Rohan Mehta,29,West Indies,Batter,29,1,9914,101.6,3,6.98,28.98,CSK,1.0
Arjun Shetty,29,India,Allrounder,158,8,7483,131.9,298,7.93,27.96,CSK,0.2
Arjun Kulkarni,39,India,Batter,306,14,11156,143.0,4,9.05,46.38,CSK,2.0
Aditya Shetty,23,India,Batter,64,3,5151,132.2,15,8.97,37.55,PBKS,1.5
Karthik Singh,26,India,Allrounder,184,8,7969,108.4,72,6.31,39.51,RCB,1.0
Ankit Reddy,29,Australia,Batter,168,6,13095,130.6,7,9.11,52.19,RCB,5.0
Nikhil Mehta,41,India,Bowler,248,16,1116,136.7,291,5.36,42.7,DC,7.0
Amit Verma,19,South Africa,Wicketkeeper,22,1,10599,135.2,0,0.0,42.58,RCB,1.0
Aditya Deshmukh,29,West Indies,Wicketkeeper,228,10,8897,108.3,0,0.0,25.03,RCB,0.2
Arjun Shetty,38,Sri Lanka,Allrounder,465,17,1747,97.7,229,8.43,36.37,DC,7.0
Ankit Mehta,18,Sri Lanka,Wicketkeeper,26,1,5724,120.5,0,0.0,32.6,PBKS,0.2
Irfan Mehta,41,West Indies,Bowler,570,20,3156,139.7,720,6.97,51.68,MI,10.0
Amit Singh,38,West Indies,Allrounder,113,4,3558,128.9,251,6.38,51.23,SRH,3.0
Nikhil Khan,41,West Indies,Bowler,329,12,799,153.2,449,7.78,45.12,MI,1.5
Arjun Khan,34,India,Allrounder,44,2,4657,96.4,456,5.5,48.88,KKR,1.0
Sameer Singh,35,India,Batter,126,5,3387,139.8,4,8.94,29.8,SRH,0.2
Sandeep Deshmukh,42,India,Allrounder,258,9,7379,114.0,156,7.24,35.77,MI,1.0
Nikhil Reddy,42,Sri Lanka,Allrounder,389,17,3542,149.8,405,6.34,28.2,RCB,0.5
Arjun Singh,40,Sri Lanka,Allrounder,215,14,2045,116.7,162,7.02,43.21,CSK,3.0
Harshit Iyer,40,England,Bowler,231,10,3054,150.4,104,6.15,23.56,KKR,0.5
Ankit Naidu,26,India,Batter,130,5,5116,141.0,1,6.77,32.91,MI,3.0
Amit Patel,34,India,Bowler,38,2,361,125.2,227,4.63,42.82,MI,3.0
Aditya Sharma,29,South Africa,Wicketkeeper,135,9,4734,97.7,0,0.0,30.21,SRH,1.0
Amit Mehta,38,India,Allrounder,105,6,2361,126.2,355,7.83,21.24,RCB,0.2
Ankit Iyer,35,India,Allrounder,505,17,2644,133.3,304,5.99,26.98,RR,0.2
Karthik Sharma,42,South Africa,Bowler,406,23,529,135.6,462,7.14,36.5,RCB,0.2
Nikhil Naidu,36,India,Wicketkeeper,107,5,3245,149.9,0,0.0,33.71,RR,5.0
Arjun Malik,23,India,Batter,110,4,4911,134.7,0,6.82,40.07,KKR,1.0
Sandeep Singh,19,India,Allrounder,15,1,7610,115.6,417,6.17,33.94,SRH,7.0
Harshit Kulkarni,24,West Indies,Batter,86,3,13094,137.6,6,7.02,42.8,GT,2.0
Manoj Malik,26,Australia,Wicketkeeper,146,6,10784,121.4,0,0.0,33.92,SRH,2.0
Nikhil Iyer,39,India,Wicketkeeper,327,19,9139,116.9,0,0.0,29.92,RR,2.0
Aditya Kulkarni,38,South Africa,Wicketkeeper,69,3,8938,100.1,0,0.0,29.39,SRH,5.0
Sandeep Reddy,39,India,Bowler,356,21,2100,127.9,635,5.22,47.08,RR,1.0
Manoj Chopra,22,Australia,Wicketkeeper,83,4,11014,118.7,0,0.0,53.07,RCB,0.5
Rahul Reddy,38,India,Allrounder,259,10,3326,154.1,215,7.9,50.67,RR,3.0
Rohan Deshmukh,32,Australia,Allrounder,279,13,2917,130.9,193,7.16,24.53,GT,1.5
Harshit Patel,18,West Indies,Allrounder,21,1,7829,131.0,142,7.53,37.74,RR,2.0
Rahul Kulkarni,21,Sri Lanka,Bowler,35,2,2687,121.6,323,6.63,38.34,SRH,5.0
Sandeep Naidu,34,England,Bowler,40,2,1224,138.0,365,5.51,50.68,CSK,2.0
Rohan Khan,18,India,Wicketkeeper,23,1,6166,145.5,0,0.0,47.51,MI,3.0
Arjun Mehta,22,India,Allrounder,30,1,6493,149.7,470,5.05,29.62,RCB,3.0
Manoj Khan,18,India,Bowler,22,1,1553,106.8,744,7.37,35.39,RR,5.0
Rohan Kulkarni,32,England,Bowler,121,7,3626,133.4,630,6.85,34.56,GT,5.0
Irfan Chopra,28,India,Allrounder,89,3,7109,127.9,88,7.38,29.65,CSK,3.0
Vikas Deshmukh,22,Sri Lanka,Batter,27,1,11399,107.3,10,8.26,44.29,RCB,5.0
Ankit Kulkarni,29,India,Wicketkeeper,172,10,10302,95.2,0,0.0,39.21,RCB,10.0
Amit Iyer,33,India,Batter,224,14,8245,113.2,6,7.4,38.05,GT,2.0
Amit Reddy,37,India,Bowler,27,1,2045,152.9,762,6.45,49.16,SRH,2.0
Rohan Mehta,18,India,Batter,29,1,11408,123.7,6,8.51,33.73,RCB,7.0
Amit Naidu,26,India,Batter,26,1,14084,116.5,0,6.11,49.69,LSG,3.0
Nikhil Chopra,22,India,Batter,16,1,13383,122.7,13,7.34,29.51,DC,0.2
Vikas Chopra,40,India,Allrounder,22,1,4563,98.7,498,5.96,41.48,RCB,10.0
Irfan Patel,24,West Indies,Allrounder,136,5,2669,131.4,279,6.57,39.14,MI,0.2
Vikas Shetty,26,Sri Lanka,Bowler,67,3,1771,140.1,151,7.04,47.0,MI,5.0
Irfan Patel,24,England,Bowler,97,4,3752,116.2,469,5.9,52.67,MI,5.0
Pranav Singh,38,India,Allrounder,534,20,6006,104.2,70,5.19,34.69,SRH,12.0
Karthik Reddy,35,Australia,Allrounder,196,11,7637,95.5,401,7.15,45.18,KKR,0.2
Vikas Patel,31,Australia,Allrounder,46,3,6805,124.1,128,6.96,34.82,RR,3.0
Vikas Mehta,40,India,Wicketkeeper,197,7,6879,126.2,0,0.0,25.66,KKR,2.0
Rahul Kulkarni,29,West Indies,Allrounder,174,8,1668,112.4,415,5.38,44.83,RCB,1.5
Karthik Khan,39,India,Wicketkeeper,229,8,7994,130.3,0,0.0,36.8,PBKS,0.2
Harshit Yadav,26,Sri Lanka,Allrounder,85,3,1692,128.6,106,7.0,30.75,MI,3.0
Sandeep Patel,33,West Indies,Wicketkeeper,191,8,10561,100.8,0,0.0,51.39,LSG,2.0
Arjun Iyer,41,England,Wicketkeeper,76,5,3278,131.0,0,0.0,44.42,RR,0.2
Aditya Iyer,38,England,Batter,141,7,11406,140.4,7,7.62,40.46,KKR,3.0
Ankit Yadav,31,South Africa,Bowler,167,7,461,148.4,643,4.2,30.69,PBKS,5.0
Nikhil Singh,24,India,Bowler,34,2,289,100.3,429,4.52,45.22,KKR,7.0
Sandeep Iyer,28,India,Allrounder,177,10,4272,137.0,345,7.46,52.05,KKR,10.0
Amit Singh,40,West Indies,Batter,501,22,3688,128.7,15,7.22,41.68,MI,2.0
Sandeep Chopra,36,India,Bowler,427,16,2284,113.7,672,7.72,53.47,MI,12.0
Amit Khan,21,West Indies,Wicketkeeper,66,3,3295,103.9,0,0.0,46.74,GT,10.0
Arjun Chopra,19,India,Bowler,18,1,3048,144.0,306,6.4,21.0,PBKS,1.0
Manoj Sharma,22,South Africa,Bowler,15,1,783,99.2,312,4.3,40.75,PBKS,0.5
Irfan Patel,33,South Africa,Wicketkeeper,149,5,2529,131.2,0,0.0,51.71,RCB,2.0
Sameer Naidu,32,India,Batter,89,3,7698,99.1,9,7.64,27.33,PBKS,2.0
Nikhil Sharma,31,India,Wicketkeeper,162,10,5061,95.5,0,0.0,47.19,PBKS,3.0
Karthik Mehta,24,India,Bowler,23,1,1098,154.9,492,7.1,34.43,GT,3.0
Nikhil Khan,18,Australia,Wicketkeeper,20,1,6033,96.2,0,0.0,28.22,MI,5.0
Amit Iyer,28,India,Bowler,163,10,3235,152.7,396,6.23,23.63,LSG,2.0
Ankit Singh,36,India,Batter,316,16,7554,137.1,7,6.43,43.35,CSK,0.2
Sameer Patel,18,Sri Lanka,Batter,15,1,8655,143.8,3,6.88,24.51,RR,7.0
Karthik Singh,22,England,Batter,21,1,8805,107.1,9,9.24,22.85,KKR,1.0
Manoj Singh,39,Sri Lanka,Bowler,134,6,1525,106.3,625,5.29,38.44,KKR,12.0
Pranav Chopra,26,South Africa,Bowler,55,2,3380,124.5,397,6.61,43.12,RCB,0.2
Rohan Shetty,23,England,Batter,84,3,9531,96.7,3,7.28,54.09,GT,12.0
Ankit Kulkarni,34,England,Wicketkeeper,215,10,9711,144.2,0,0.0,22.57,GT,0.2
Pranav Sharma,25,South Africa,Bowler,120,7,3977,133.1,262,5.71,26.67,MI,1.0
Rohan Iyer,33,India,Bowler,356,15,3485,127.0,161,6.2,27.29,RR,0.2
Karthik Patel,20,West Indies,Batter,48,2,5077,140.5,6,6.49,31.29,RR,5.0
Rahul Patel,22,South Africa,Wicketkeeper,29,1,7686,109.6,0,0.0,45.83,SRH,7.0
Ankit Shetty,24,India,Batter,25,1,8818,111.6,14,8.58,50.54,LSG,2.0
Rohan Yadav,41,India,Batter,54,2,10255,115.7,12,8.41,34.96,CSK,10.0
Pranav Chopra,32,Australia,Batter,235,11,3131,107.7,8,8.54,36.41,RCB,3.0
Rohan Iyer,22,India,Bowler,49,2,1354,127.4,352,6.48,41.29,CSK,3.0
Sandeep Shetty,20,Sri Lanka,Allrounder,28,1,5381,107.0,240,6.91,34.36,PBKS,7.0
Vikas Deshmukh,27,India,Wicketkeeper,52,3,5815,126.9,0,0.0,47.3,KKR,1.0
Irfan Iyer,23,India,Wicketkeeper,85,3,10124,134.2,0,0.0,34.93,MI,1.5
Amit Deshmukh,26,England,Allrounder,33,2,5055,101.5,382,8.41,27.24,DC,10.0
Karthik Khan,42,India,Wicketkeeper,126,5,4526,115.5,0,0.0,28.0,RCB,10.0
Sameer Malik,39,South Africa,Bowler,232,14,1887,97.4,396,6.38,26.21,SRH,12.0
Pranav Deshmukh,30,India,Wicketkeeper,82,5,10242,112.6,0,0.0,43.92,GT,10.0
Aditya Deshmukh,39,India,Allrounder,540,19,4272,142.9,281,8.07,26.37,RCB,0.5
Rohan Chopra,18,Sri Lanka,Wicketkeeper,17,1,7710,128.9,0,0.0,21.05,KKR,7.0
Karthik Reddy,24,India,Bowler,30,1,3985,143.4,364,5.18,35.98,KKR,2.0
Karthik Verma,34,India,Wicketkeeper,110,4,4888,104.0,0,0.0,35.35,KKR,15.0
Karthik Iyer,21,South Africa,Bowler,74,3,912,118.6,383,4.75,37.07,DC,2.0
Irfan Yadav,39,Sri Lanka,Allrounder,444,16,6103,151.2,190,6.22,39.69,MI,3.0
Pranav Verma,40,England,Wicketkeeper,69,3,2881,145.6,0,0.0,46.63,LSG,3.0
Karthik Deshmukh,37,Australia,Allrounder,66,4,4558,124.8,272,7.31,20.08,DC,1.5
Pranav Verma,37,West Indies,Batter,256,14,6783,116.4,8,8.15,24.12,RCB,0.2
Nikhil Naidu,22,West Indies,Batter,43,2,5049,139.1,4,7.56,53.66,GT,10.0
Irfan Yadav,25,India,Allrounder,109,6,2477,127.6,154,6.31,49.79,SRH,7.0
Sameer Chopra,38,Sri Lanka,Wicketkeeper,102,5,5188,115.0,0,0.0,24.98,LSG,0.5
Amit Mehta,28,India,Wicketkeeper,222,10,10597,111.9,0,0.0,51.47,PBKS,7.0
Nikhil Chopra,29,India,Allrounder,212,9,3631,114.8,162,5.56,36.26,PBKS,3.0
Nikhil Verma,22,Australia,Batter,26,1,4207,151.3,14,8.96,34.9,CSK,2.0
Aditya Patel,32,India,Batter,238,10,7639,104.7,8,9.26,25.49,LSG,1.0
Ankit Yadav,36,India,Batter,226,11,10064,125.6,0,9.32,26.51,RR,7.0
Arjun Iyer,32,India,Wicketkeeper,323,14,7145,124.3,0,0.0,47.41,RR,5.0
Arjun Malik,40,South Africa,Wicketkeeper,23,1,9276,144.6,0,0.0,50.24,DC,3.0
Ankit Malik,29,India,Batter,63,3,11810,147.0,10,7.99,37.85,LSG,3.0
Ankit Verma,30,Australia,Wicketkeeper,234,12,10854,131.4,0,0.0,46.56,RR,0.2
Amit Deshmukh,36,India,Bowler,463,16,2,99.4,367,5.62,32.26,LSG,2.0
Amit Deshmukh,30,India,Wicketkeeper,122,7,9226,132.4,0,0.0,26.73,DC,0.5
Harshit Verma,41,India,Bowler,72,4,3604,112.6,102,4.56,21.12,LSG,0.5
Manoj Verma,28,India,Batter,84,3,13594,110.5,2,8.6,24.35,CSK,5.0
Manoj Reddy,41,India,Batter,306,15,7862,145.6,3,8.45,20.7,PBKS,10.0
Irfan Iyer,40,India,Batter,450,21,15000,151.7,0,6.82,33.48,MI,2.0
Ankit Shetty,36,India,Allrounder,70,3,5510,111.5,139,8.29,27.63,GT,0.5
Nikhil Deshmukh,34,Sri Lanka,Bowler,105,7,3437,100.1,379,4.81,51.38,PBKS,5.0
Ankit Reddy,37,India,Bowler,498,17,1927,152.3,128,7.72,49.82,KKR,10.0
Harshit Shetty,24,India,Batter,69,4,11263,134.7,15,8.96,48.92,PBKS,5.0
Karthik Reddy,28,Sri Lanka,Allrounder,67,3,6902,118.3,132,5.73,42.43,GT,10.0
Karthik Khan,30,Sri Lanka,Bowler,150,5,2014,134.6,831,7.32,49.37,PBKS,3.0
Rohan Iyer,28,Sri Lanka,Allrounder,50,3,7762,138.0,461,6.66,54.3,MI,5.0
Arjun Verma,37,England,Wicketkeeper,96,4,11622,104.2,0,0.0,52.44,PBKS,0.5
Sameer Khan,23,Australia,Bowler,101,4,1282,133.6,708,5.98,50.73,SRH,1.5
Irfan Naidu,19,Australia,Bowler,16,1,1128,120.1,699,5.56,38.45,DC,1.5
Harshit Patel,38,India,Batter,167,11,4288,124.8,0,6.07,30.19,SRH,2.0
Manoj Mehta,35,England,Bowler,383,15,3217,100.3,394,7.53,36.08,CSK,10.0
Karthik Yadav,32,India,Bowler,57,2,1540,149.1,788,7.6,44.55,PBKS,10.0
Harshit Kulkarni,30,West Indies,Allrounder,114,7,6820,111.8,311,7.06,32.84,PBKS,0.5
Vikas Mehta,24,Sri Lanka,Batter,107,4,6624,142.2,3,6.32,31.34,SRH,0.5
Irfan Verma,42,Sri Lanka,Allrounder,95,6,5559,116.5,219,7.34,36.25,PBKS,1.5
Manoj Naidu,21,India,Wicketkeeper,31,2,5011,128.3,0,0.0,48.06,SRH,1.0
Rohan Deshmukh,35,South Africa,Wicketkeeper,202,13,9927,107.7,0,0.0,33.96,MI,3.0
Nikhil Khan,25,England,Batter,110,7,7416,99.5,15,6.46,41.16,GT,10.0
Ankit Reddy,35,India,Allrounder,98,5,8705,98.6,316,5.66,51.4,RR,12.0
Amit Malik,38,India,Allrounder,161,6,8011,103.1,382,6.87,21.87,GT,5.0
Karthik Kulkarni,32,India,Bowler,276,12,1273,123.3,590,4.46,43.4,SRH,7.0
Rohan Verma,19,India,Batter,28,1,13890,103.7,0,8.24,42.17,PBKS,3.0
Amit Shetty,33,Sri Lanka,Bowler,358,12,3744,122.9,451,5.54,48.05,RCB,0.5
Nikhil Verma,38,India,Wicketkeeper,275,18,8364,114.9,0,0.0,25.14,KKR,3.0
Harshit Shetty,19,Australia,Batter,21,1,9381,107.7,10,9.06,30.29,PBKS,3.0
Irfan Khan,37,England,Batter,281,14,8653,136.0,8,8.47,48.01,LSG,5.0
Sandeep Yadav,40,South Africa,Bowler,334,22,1706,116.1,865,4.7,24.41,KKR,0.5
Vikas Shetty,40,Sri Lanka,Allrounder,353,19,6291,112.6,386,6.89,44.11,SRH,1.5
Sandeep Khan,31,England,Bowler,183,10,2351,98.6,799,4.0,35.14,MI,1.5
Rahul Deshmukh,36,India,Wicketkeeper,310,12,11080,152.5,0,0.0,51.18,LSG,12.0
Arjun Chopra,29,South Africa,Batter,109,5,12891,120.0,0,9.48,21.63,RCB,2.0
Rahul Deshmukh,39,England,Allrounder,442,19,5462,135.5,111,6.07,24.73,RCB,5.0
Vikas Sharma,27,Australia,Bowler,148,7,2205,98.4,789,5.14,36.62,KKR,5.0
Nikhil Kulkarni,41,India,Batter,160,10,11296,100.5,9,6.73,34.39,SRH,1.0
Irfan Reddy,25,Australia,Wicketkeeper,153,6,3138,116.1,0,0.0,38.81,RR,3.0
Rahul Shetty,28,South Africa,Wicketkeeper,90,5,6184,139.9,0,0.0,23.94,PBKS,10.0
Manoj Mehta,42,Sri Lanka,Batter,371,23,10722,96.6,3,8.77,35.51,DC,2.0
Sameer Iyer,25,Sri Lanka,Batter,25,1,5614,152.4,15,8.06,40.09,GT,12.0
Rohan Sharma,40,England,Allrounder,99,5,8670,126.1,229,5.56,33.85,RR,0.5
Rahul Naidu,40,India,Wicketkeeper,80,3,10845,123.8,0,0.0,26.9,MI,0.2
Sameer Yadav,22,Sri Lanka,Batter,34,2,6793,104.0,12,7.75,46.04,MI,10.0
Sandeep Khan,41,India,Bowler,46,3,187,99.7,862,6.26,51.14,GT,7.0
Nikhil Khan,21,India,Allrounder,78,3,6729,114.0,393,7.16,21.6,SRH,15.0
Amit Yadav,33,Australia,Allrounder,127,5,5135,117.4,54,7.21,51.77,KKR,5.0
Vikas Reddy,29,India,Wicketkeeper,156,8,3485,97.1,0,0.0,21.37,SRH,10.0
Nikhil Singh,23,India,Wicketkeeper,53,2,2578,152.0,0,0.0,53.77,RR,7.0
Aditya Kulkarni,37,India,Allrounder,149,9,2716,138.0,309,5.1,27.75,RR,7.0
Nikhil Chopra,34,Australia,Bowler,99,5,1946,147.1,560,6.67,23.53,GT,3.0
Arjun Yadav,22,West Indies,Batter,25,1,4398,96.4,15,6.84,21.53,MI,1.5
Nikhil Kulkarni,28,India,Batter,120,4,14227,143.0,0,6.1,30.44,LSG,10.0
Arjun Iyer,26,Australia,Batter,114,7,5048,142.3,4,7.73,37.32,CSK,2.0
Irfan Khan,28,West Indies,Wicketkeeper,22,1,5412,120.8,0,0.0,20.41,PBKS,3.0
Ankit Kulkarni,20,West Indies,Allrounder,50,2,7769,102.5,256,6.99,46.76,RR,2.0
Manoj Chopra,24,India,Allrounder,23,1,7581,135.5,486,5.9,42.62,LSG,3.0
Rahul Reddy,20,England,Allrounder,25,1,3131,111.0,352,7.16,29.35,RR,2.0
Irfan Deshmukh,22,India,Batter,24,1,9439,95.8,8,9.02,26.35,MI,0.2
Karthik Chopra,39,India,Batter,510,17,3876,144.0,14,8.14,32.54,GT,10.0
Nikhil Chopra,33,India,Batter,119,4,5909,128.4,5,8.29,22.26,KKR,2.0
Pranav Sharma,34,India,Batter,119,5,5460,143.8,6,8.18,54.74,RCB,3.0
Karthik Deshmukh,26,India,Batter,91,5,5669,134.6,10,6.1,34.51,MI,0.5
Karthik Mehta,32,West Indies,Wicketkeeper,41,2,3199,95.6,0,0.0,41.5,MI,0.2
Nikhil Naidu,30,India,Batter,91,5,3395,117.7,6,6.43,29.15,LSG,1.0
Sameer Khan,30,Australia,Wicketkeeper,29,1,3118,116.7,0,0.0,37.24,MI,5.0
Harshit Verma,24,Sri Lanka,Allrounder,100,4,7401,128.2,498,6.26,28.35,DC,0.2
Manoj Kulkarni,31,India,Wicketkeeper,237,11,4471,133.1,0,0.0,49.88,KKR,10.0
Aditya Mehta,40,India,Batter,128,7,5908,125.5,7,6.78,42.7,RCB,0.5
Harshit Kulkarni,36,India,Wicketkeeper,160,10,3309,128.9,0,0.0,32.8,GT,0.5
Karthik Patel,29,South Africa,Wicketkeeper,27,1,5942,133.5,0,0.0,20.99,DC,0.5
Manoj Chopra,30,India,Allrounder,151,9,1789,127.0,336,6.29,20.72,GT,0.2
Harshit Yadav,38,West Indies,Wicketkeeper,395,20,3277,125.5,0,0.0,42.9,SRH,7.0
Sameer Singh,26,India,Batter,106,6,9699,101.8,12,8.66,54.67,LSG,10.0
Manoj Iyer,24,Sri Lanka,Allrounder,19,1,2562,116.8,477,7.12,28.72,DC,3.0
Nikhil Shetty,24,Australia,Batter,79,4,5619,147.9,8,8.01,38.22,MI,0.5
Rahul Kulkarni,28,India,Bowler,208,9,2453,116.5,477,6.51,33.59,RR,1.0
Nikhil Patel,42,India,Batter,334,22,11106,137.3,14,7.0,32.57,KKR,2.0
Nikhil Iyer,23,Sri Lanka,Bowler,82,4,223,117.2,382,4.72,49.88,GT,12.0
Sameer Khan,29,India,Bowler,112,4,3391,115.1,389,6.81,51.74,GT,1.0
Sandeep Deshmukh,35,Sri Lanka,Batter,283,12,13217,98.0,11,6.26,24.46,DC,5.0
Sandeep Singh,34,India,Wicketkeeper,173,7,9396,102.0,0,0.0,23.07,MI,2.0
Karthik Iyer,31,West Indies,Batter,116,5,14224,131.1,11,8.31,42.67,GT,1.0
Vikas Mehta,20,England,Allrounder,36,2,3767,140.4,217,7.41,27.25,SRH,2.0
Sandeep Patel,23,South Africa,Allrounder,57,2,2518,129.8,79,7.18,53.03,SRH,0.2
Aditya Singh,40,Sri Lanka,Batter,81,3,14694,98.5,8,6.81,42.87,DC,7.0
Harshit Verma,23,India,Bowler,34,2,1253,112.0,245,6.81,39.98,MI,1.0
Arjun Mehta,31,India,Bowler,276,12,1300,152.6,197,4.23,23.85,GT,5.0
Ankit Deshmukh,37,England,Wicketkeeper,357,12,9174,99.1,0,0.0,21.54,SRH,0.2
Manoj Reddy,18,Sri Lanka,Allrounder,21,1,6217,100.8,413,6.5,46.06,MI,12.0
Rahul Naidu,37,England,Allrounder,314,13,1532,110.6,287,8.15,42.01,RR,0.5
Nikhil Patel,32,India,Allrounder,162,10,3058,118.2,106,5.15,30.25,RCB,10.0
Manoj Yadav,29,India,Wicketkeeper,180,9,3800,108.7,0,0.0,42.57,LSG,7.0
Amit Mehta,31,India,Wicketkeeper,375,13,9634,102.8,0,0.0,50.12,MI,12.0
Rahul Khan,31,India,Wicketkeeper,321,12,4730,134.9,0,0.0,44.88,LSG,2.0
Nikhil Naidu,24,India,Wicketkeeper,57,2,2893,151.1,0,0.0,52.98,MI,5.0
Pranav Singh,23,India,Batter,115,4,6569,124.7,4,7.93,31.74,MI,1.5
Rahul Chopra,31,India,Batter,257,10,7023,127.3,15,8.5,52.65,LSG,0.5
Harshit Verma,30,India,Wicketkeeper,79,3,9053,109.3,0,0.0,30.86,RCB,2.0
Rahul Mehta,19,India,Bowler,24,1,3377,143.4,159,5.2,23.47,MI,0.5
Rohan Kulkarni,30,South Africa,Allrounder,298,11,5903,120.7,120,6.59,22.56,LSG,15.0
Vikas Kulkarni,26,Sri Lanka,Bowler,100,4,1066,125.8,632,5.56,22.28,MI,0.2
Aditya Verma,40,England,Wicketkeeper,186,10,2714,125.6,0,0.0,53.57,MI,3.0
Rohan Naidu,42,Australia,Batter,191,7,11475,126.9,0,9.43,38.03,DC,3.0
Rohan Naidu,30,West Indies,Wicketkeeper,37,2,8967,112.1,0,0.0,54.9,KKR,3.0
Karthik Patel,31,India,Allrounder,222,10,3800,122.2,355,5.96,20.1,GT,5.0
Manoj Khan,37,Sri Lanka,Allrounder,334,17,4404,99.3,227,6.22,46.03,SRH,0.2
Ankit Kulkarni,25,England,Wicketkeeper,155,7,2588,128.7,0,0.0,40.03,DC,3.0
Vikas Yadav,28,India,Bowler,231,10,440,143.9,509,5.09,20.11,GT,1.0
Irfan Yadav,42,South Africa,Batter,562,19,6697,134.6,3,7.17,51.78,CSK,12.0
Nikhil Iyer,40,England,Bowler,332,21,977,127.5,341,4.89,38.83,GT,7.0
